IEIN,LocalTeacherID,LastName,FirstName,BirthDate,SchoolYear,ServingLocationRCDTS,EmployerRCDTS,Term,StateCourseCode,LocalCourseID,LocalCourseTitle,SectionNumber,TeacherCourseStartDate,EISPositionCode,TeacherCommitment
,585638,Oconnell,Matthias,5/8/1966,2019,15016299025276C,15016299025276C,Y1,04151A000,,,U.S. Government-Comprehensive,09/22/2018,204,1.00
583760,675147,Hunt,Bronson,7/20/1960,2019,15016299025068C,15016299025068C,S1,16051A000,,,"Exploration of Restaurant, Food and Beverage Services",08/20/2018,200,1.00
714434,719702,Kane,Lucas,10/11/1957,2019,15016299025060C,15016299025060C,S1,01101A000,,,English/Composition (freshmen and sophomores),08/20/2018,205,1.00
530748,76258,Roman,Lee,6/27/1969,2019,15016299025068C,15016299025068C,S1,14001A000,,,Exploration of Health Care Occupations,01/16/2018,200,1.00
731877,242921,Houston,Marquis,12/8/1987,2019,15016299025266C,15016299025266C,S1,08001A000,,,Physical Education,08/20/2018,202,1.00
,272160,Greene,Alfred,3/24/1969,2019,15016299025068C,15016299025068C,S1,18101A000,,,Animal Production/Science,08/20/2018,200,1.00
,206148,Garrison,Charles,4/8/1970,2019,15016299025068C,15016299025068C,S1,22101A000,,,Leadership,09/28/2018,200,1.00
851660,895430,Peters,Anthony,11/8/1975,2019,15016299025284C,15016299025284C,S1,04101A000,,,U.S. History-Comprehensive,08/20/2018,200,1.00
,890353,Leach,Edward,12/15/1975,2019,15016299025068C,15016299025068C,S1,18101A000,,,Animal Production/Science,08/20/2018,200,1
,140706,Stanton,Amare,9/24/1990,2019,15016299025109C,15016299025109C,Q1,03051A000,,,Biology,08/20/2018,200,1.00
,rhaynes,Haynes,Roy,7/20/1963,2019,15016299025064C,15016299025064C,S1,04151A000,,,U.S. Government-Comprehensive,01/20/2018,200,1
515078,757578,Elliott,Nikolai,12/13/1965,2019,15016299025058C,15016299025058C,S1,01001A000,,,English/Language Arts I (9th grade),08/20/2018,200,1.00
,450566,Hogan,Jasper,9/7/1971,2019,15016299025068C,15016299025068C,S1,03151A000,,,Physics,02/16/2018,200,1.00
,206036,Jenkins,Clayton,9/2/1954,2019,15016299025068C,15016299025068C,S1,02001A000,,,Informal Mathematics,08/20/2018,205,1.00
,,,,,2019,15016299025273C,15016299025273C,Q1,08001A000,,,Physical Education,,,
710362,740688,Webb,Diego,7/25/1962,2019,15016299025068C,15016299025068C,S1,03101A000,,,Chemistry,08/20/2018,200,1
950255,jjoyce,Joyce,Jaydin,5/18/1969,2019,15016299025068C,15016299025068C,Y1,03151A000,,,Physics,08/20/2018,202,1
978618,jgreene,Greene,Jimmy,8/10/1960,2019,15016299025085C,15016299025085C,S1,04001A000,,,World Geography,08/20/2018,203,1.00
790605,680727,Turner,Moshe,10/13/1990,2019,15016299025058C,15016299025058C,S1,08001A000,,,Physical Education,08/20/2018,200,1.00
124467,574787,Pruitt,Tanner,12/12/1985,2019,15016299025055C,15016299025055C,S1,03151A000,,,Physics,08/20/2018,200,1.00
,555160,Mack,Alex,5/26/1959,2019,15016299025067C,15016299025067C,Y1,05001A000,,,Dance Technique,09/10/2018,200,1.00
710539,815991,Mckenzie,Jaron,10/2/1979,2019,15016299025068C,15016299025068C,S1,03101A000,,,Chemistry,09/06/2018,200,1.00
701160,687688,Joyce,Alfonso,7/22/1962,2019,15016299025276C,15016299025276C,S1,06101A000,,,Spanish I,08/08/2018,200,1.00
128910,21742,Goodwin,Diego,9/27/1968,2019,15016299025059C,15016299025059C,S1,02049A000,,,Foundation Math-Other,08/20/2018,200,1.00
,327315,Frederick,Alessandro,7/11/1955,2019,15016299025072C,15016299025072C,S1,04151A000,,,U.S. Government-Comprehensive,08/20/2018,200,1.00
,720258,Oliver,Braxton,2/17/1981,2019,15016299025059C,15016299025059C,S1,04001A000,,,World Geography,08/20/2018,200,1.00
626295,534439,Miller,Rishi,10/6/1970,2019,15016299025261C,15016299025261C,S1,02051A000,,,Pre-Algebra,09/12/2018,200,1.00
658755,576733,Lee,Keon,1/19/1990,2019,15016299025054C,15016299025054C,S1,08151A000,,,Drivers’ Education-Classroom Only,08/20/2018,200,1.00
217248,622935,Berg,Cortez,8/20/1990,2019,15016299025068C,15016299025068C,S1,04151A000,,,U.S. Government-Comprehensive,09/27/2018,200,1.00
,412373,Cervantes,Arnav,6/11/1974,2019,15016299025284C,15016299025284C,S1,10151A000,,,Business Programming,08/20/2018,200,1
780852,549788,Andersen,Jerimiah,9/20/1968,2019,15016299025055C,15016299025055C,S1,22151A000,,,Career Exploration,08/20/2018,203,1.00
,470327,Mckenzie,Jairo,3/14/1959,2019,15016299025069C,15016299025069C,S1,16151A000,,,Introduction to Travel and Tourism,08/20/2018,200,1
646816,153473,Mcfarland,Sam,1/14/1977,2019,15016299025068C,15016299025068C,S1,04101A000,,,U.S. History-Comprehensive,08/20/2018,201,1.00
322124,410785,Key,Deacon,6/10/1980,2019,15016299025068C,15016299025068C,S1,21051A000,,,Technological Literacy,08/20/2018,200,1
116113,tharris,Harris,Troy,10/23/1990,2019,15016299025270C,15016299025270C,S1,01051A000,,,English/Literature (freshmen and sophomores),08/20/2018,200,1.00
,64266,Roberts,Leroy,5/25/1976,2019,15016299025062C,15016299025062C,S1,03001A000,,,Earth Science,08/20/2018,200,1.00
403005,202377,Quinn,Grady,2/9/1946,2019,15016299025266C,15016299025266C,S1,16151A000,,,Introduction to Travel and Tourism,08/20/2018,200,1.00
3568,abender,Bender,Abdullah,10/4/1990,2019,15016299025059C,15016299025059C,Y1,22101A000,,,Leadership,08/20/2018,205,1.00
493488,wguzman,Guzman,William,1/19/1974,2019,15016299025262C,15016299025262C,S1,01001A000,,,English/Language Arts I (9th grade),02/14/2018,200,1.00
,890688,Benton,Robert,7/12/1990,2019,15016299025055C,15016299025055C,S1,09051A000,,,Army Junior ROTC I,08/20/2018,200,1.00
531689,763625,Leach,Armando,6/16/1970,2019,15016299025068C,15016299025068C,S1,01101A000,,,English/Composition (freshmen and sophomores),08/20/2018,200,1.00
,72001,Wilson,Rocco,3/22/1964,2019,15016299025071C,15016299025071C,S1,01151A000,,,Public Speaking,08/20/2018,205,1
290428,677633,Clarke,Deshawn,6/24/1961,2019,15016299025068C,15016299025068C,Q1,09101A000,,,Naval Junior ROTC I,08/20/2018,200,1.00
282442,shuber,Huber,Salvador,8/2/1969,2019,15016299025068C,15016299025068C,Q1,02101A000,,,Number Theory,08/20/2018,200,1.00
287002,431888,Paul,Jair,3/18/1990,2019,15016299025063C,15016299025063C,S1,03149A000,,,Chemistry-Other,08/20/2018,200,1.00
,imcmahon,Mcmahon,Isaias,9/12/1970,2019,15016299025070C,15016299025070C,S1,03151A000,,,Physics,08/20/2018,200,1.00
202376,906878,Prince,Luke,5/16/1962,2019,15016299025085C,15016299025085C,S1,04001A000,,,World Geography,08/20/2018,202,1.00
333149,54966,Patton,Glenn,7/25/1965,2019,15016299025060C,15016299025060C,Y1,02051A000,,,Pre-Algebra,08/20/2018,200,1.00
,979403,Benton,Harry,3/18/1953,2019,15016299025068C,15016299025068C,Y1,01001A000,,,English/Language Arts I (9th grade),01/09/2018,200,1.00
,dwalls,Walls,Dustin,3/11/1990,2019,15016299025261C,15016299025261C,Q1,02101A000,,,Number Theory,08/20/2018,200,1.00
132989,347413,Bentley,Kael,9/17/1955,2019,15016299025086C,15016299025086C,Q1,14151A000,,,Medical/Clerical Assisting,08/20/2018,200,1.00
571221,118275,Nelson,Colby,5/5/1984,2019,15016299025073C,15016299025073C,S1,16151A000,,,Introduction to Travel and Tourism,08/20/2018,200,1.00
,670551,Beard,Rhys,12/13/1990,2019,15016299025068C,15016299025068C,S1,10151A000,,,Business Programming,08/20/2018,200,1.00
,766758,Curry,Javier,12/6/1969,2019,15016299025086C,15016299025086C,Q1,03051A000,,,Biology,02/26/2018,200,1.00
,315268,Lucero,Tyrone,1/15/1941,2019,15016299025085C,15016299025085C,S1,15051A000,,,Criminal Justice,02/16/2018,200,1
,34826,Burnett,Dangelo,7/4/1990,2019,15016299025068C,15016299025068C,S1,01001A000,,,English/Language Arts I (9th grade),08/20/2018,201,1.00
,860342,Gillespie,Kendrick,11/12/1944,2019,15016299025068C,15016299025068C,S1,15151A000,,,Fire Science,02/19/2018,200,1.00
400503,547416,Griffin,Brady,12/8/1969,2019,15016299025270C,15016299025270C,Q1,03048A000,,,Earth Science-Workplace Experience,02/26/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,S1,10001A000,,,Introduction to Computers,,,
442968,tromero,Romero,Tomas,5/5/1972,2019,15016299025056C,15016299025056C,S1,06101A000,,,Spanish I,08/20/2018,200,1.00
880648,772762,Villanueva,Walker,6/5/1944,2019,15016299025068C,15016299025068C,S1,04148A000,,,U.S. History-Workplace Experience,08/20/2018,200,1.00
457419,qanthony,Anthony,Quintin,8/13/1972,2019,15016299025065C,15016299025065C,S1,04001A000,,,World Geography,08/05/2018,201,1.00
,243766,Paul,Armani,10/12/1983,2019,15016299025261C,15016299025261C,S1,21101A000,,,Drafting Careers Exploration,02/17/2017,205,1.00
,924107,Brady,Armando,9/7/1960,2019,15016299025067C,15016299025067C,Q1,02151A000,,,General Applied Math,08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,Q1,09101A000,,,Naval Junior ROTC I,,,
299742,419674,Waller,Cameron,12/13/1966,2019,15016299025283C,15016299025283C,S1,18051A000,,,Plant Production/Science,08/20/2018,200,1.00
462361,dpatterson,Patterson,Derrick,7/19/1969,2019,15016299025069C,15016299025069C,Y1,16101A000,,,Exploration of Lodging Careers,08/20/2018,200,1.00
289368,948404,Greene,Elian,4/11/1965,2019,15016299025059C,15016299025059C,S1,09101A000,,,Naval Junior ROTC I,8/9/2018,204,1
,jrich,Rich,Jessie,8/19/1968,2019,15016299025283C,15016299025283C,S1,20149A000,,,Mechanics and Repair-Other,09/26/2018,200,1.00
,947647,Hicks,Keaton,9/8/1942,2019,15016299025285C,15016299025285C,S1,01001A000,,,English/Language Arts I (9th grade),08/20/2018,200,1.00
843706,arichmond,Richmond,Alijah,10/28/1973,2019,15016299025068C,15016299025068C,S1,22001A000,,,Standardized Test Preparation,08/20/2018,200,1.00
80495,ccochran,Cochran,Colby,3/5/1975,2019,15016299025062C,15016299025062C,Y1,14051A000,,,Nursing,08/20/2018,200,1.00
,774456,Howard,Erick,6/17/1972,2019,15016299025067C,15016299025067C,S1,10001A000,,,Introduction to Computers,08/20/2018,204,1.00
,sbullock,Bullock,Solomon,6/11/1962,2019,15016299025068C,15016299025068C,S1,03051A000,,,Biology,08/20/2018,205,1.00
,433289,Lucas,Kymani,6/17/1974,2019,15016299025060C,15016299025060C,S1,11051A000,,,Audio/Visual Production,08/20/2018,200,1.00
210790,772121,Adkins,Reuben,8/13/1973,2019,15016299025068C,15016299025068C,Q1,04151A000,,,U.S. Government-Comprehensive,08/20/2018,200,1.00
442681,248194,Townsend,Blake,1/14/1958,2019,15016299025068C,15016299025068C,Q1,11051A000,,,Audio/Visual Production,08/20/2018,200,1.00
,157850,Rubio,Reece,9/1/1984,2019,15016299025056C,15016299025056C,S1,09101A000,,,Naval Junior ROTC I,02/16/2019,200,1.00
,bbolton,Bolton,Brock,7/9/1942,2019,15016299025058C,15016299025058C,S1,01051A000,,,English/Literature (freshmen and sophomores),08/20/2018,200,1.00
,902521,Campbell,Kolton,10/22/1961,2019,15016299025068C,15016299025068C,S1,01001A000,,,English/Language Arts I (9th grade),02/11/2018,200,1.00
120879,668987,Haynes,Seamus,8/27/1964,2019,15016299025284C,15016299025284C,S1,03151A000,,,Physics,09/06/2018,200,1.00
,mlynch,Lynch,Maximo,1/16/1973,2019,15016299025068C,15016299025068C,S1,15001A000,,,Exploration of Public Service Careers,08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,S1,02047A000,,,Foundation Math-Independent Study,,,
411900,115834,Jefferson,Trevor,5/18/1974,2019,15016299025068C,15016299025068C,S1,14051A000,,,Nursing,08/14/2018,203,1.00
,605771,Charles,Darien,9/3/1978,2019,15016299025068C,15016299025068C,Q1,03051A000,,,Biology,08/20/2018,200,1.00
303651,718258,Wilkerson,Finn,1/8/1984,2019,15016299025060C,15016299025060C,S1,19051A000,,,Child Care,09/09/2018,200,1.00
595675,39525,Burke,Konner,11/8/1967,2019,15016299025068C,15016299025068C,S1,18148A000,,,Animal Systems-Workplace Experience,08/20/2018,200,1.00
860043,233388,Hall,Peyton,11/9/1932,2019,15016299025068C,15016299025068C,Y1,03001A000,,,Earth Science,08/20/2018,200,1.00
94834,337948,Barron,Mason,4/25/1958,2019,15016299025058C,15016299025058C,S1,12051A000,,,Introductory Business,08/20/2018,200,1.00
,844981,Boyer,Zaid,3/25/1954,2019,15016299025067C,15016299025067C,S1,01101A000,,,English/Composition (freshmen and sophomores),08/20/2018,200,1.00
297147,377924,Newton,Dayton,2/2/1978,2019,15016299025069C,15016299025069C,S1,08051A000,,,Health Education,08/20/2018,200,1.00
623532,603789,Black,Ryder,9/28/1945,2019,15016299025062C,15016299025062C,S1,18001A000,,,Introduction to Agriculture and Natural Resources,08/11/2018,200,1.00
901999,dmoreno,Moreno,Demarcus,10/7/1946,2019,15016299025283C,15016299025283C,S1,12101A000,,,Banking and Finance,08/20/2018,200,1.00
825103,alevy,Levy,Aidyn,11/17/1940,2019,15016299025068C,15016299025068C,S1,03051A000,,,Biology,01/04/2018,200,1.00
,306614,Mcbride,Jadiel,5/25/1966,2019,15016299025061C,15016299025061C,S1,08001A000,,,Physical Education,08/20/2018,200,1.00
157266,21586,Peterson,Brady,2/11/1982,2019,15016299025270C,15016299025270C,Y1,04001A000,,,World Geography,08/20/2018,200,1.00
,jleach,Leach,Joe,6/27/1980,2019,15016299025068C,15016299025068C,Y1,10001A000,,,Introduction to Computers,08/20/2018,204,1.00
194630,243591,Sutton,Kane,12/21/1920,2019,15016299025068C,15016299025068C,S1,09101A000,,,Naval Junior ROTC I,08/20/2018,200,1.00
,443554,Stanton,Dominick,9/3/1990,2019,15016299025261C,15016299025261C,S1,17101A000,,,Exploration of Electricity/Electronics,08/20/2018,200,1.00
435544,114379,Hicks,Finley,12/23/1970,2019,15016299025063C,15016299025063C,S1,08001A000,,,Physical Education,08/16/2018,200,1.00
,394019,Cross,Finley,6/25/1958,2019,15016299025276C,15016299025276C,S1,06151A000,,,IB Language B-Italian,08/20/2018,200,1.00
984794,968184,Roberts,Davis,4/8/1990,2019,15016299025059C,15016299025059C,S1,01001A000,,,English/Language Arts I (9th grade),8/20/2018,200,1
544663,166041,Chavez,Kadyn,5/18/1990,2019,15016299025068C,15016299025068C,Y1,12001A000,,,Business/Office Career Exploration,08/20/2018,200,1.00
173541,535320,Baxter,Armando,8/26/1990,2019,15016299025068C,15016299025068C,Q1,12101A000,,,Banking and Finance,08/14/2018,200,1.00
837727,796028,Hogan,Layton,6/16/1976,2019,15016299025049C,15016299025049C,S1,04051A000,,,World History-Overview,08/20/2018,204,1.00
,853189,Morton,Luka,3/27/1963,2019,15016299025068C,15016299025068C,S1,10051A000,,,Information Management,08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,Y1,05051A000,,,Introduction to the Theater,,,
402096,414442,Sanford,Ruben,9/13/1990,2019,15016299025068C,15016299025068C,Y1,20051A000,,,Truck and Bus Driving,08/20/2018,200,1.00
,328737,Booker,Maverick,7/11/1961,2019,15016299025061C,15016299025061C,S1,12151A000,,,Marketing Career Exploration,08/20/2018,200,1.00
435310,715309,Boyle,Zachariah,1/5/1971,2019,15016299025068C,15016299025068C,S1,09151A000,,,Air Force Junior ROTC I,08/20/2018,201,1.00
,,,,,2019,15016299025273C,15016299025273C,Y1,02049A000,,,Foundation Math-Other,,,
,,,,,2019,15016299025273C,15016299025273C,Q1,05101A000,,,General Band,,,
94707,578230,Hall,Harrison,8/11/1977,2019,15016299025068C,15016299025068C,S1,22051A000,,,Office Aide,08/20/2018,200,1.00
585513,genglish,English,Gavyn,1/7/1965,2019,15016299025072C,15016299025072C,S1,02151A000,,,General Applied Math,08/20/2018,200,1.00
289368,948404,Greene,Elian,4/11/1965,2019,15016299025059C,15016299025059C,S1,09101A000,,,Naval Junior ROTC I,08/09/2018,204,1.00
,,,,,2019,15016299025273C,15016299025273C,Y1,10151A000,,,Business Programming,,,
225697,943227,Molina,Diego,10/21/1967,2019,15016299025066C,15016299025066C,S1,04001A000,,,World Geography,08/20/2018,200,1.00
,154742,Massey,Martin,9/4/1990,2019,15016299025068C,15016299025068C,S1,01001A000,,,English/Language Arts I (9th grade),08/20/2018,200,1.00
952246,511190,Meadows,Talon,3/4/1966,2019,15016299025068C,15016299025068C,Y1,01051A000,,,English/Literature (freshmen and sophomores),08/20/2018,200,1.00
,232690,Delgado,Gunner,8/3/1990,2019,15016299025109C,15016299025109C,S1,03101A000,,,Chemistry,08/20/2018,200,1.00
987901,258500,Zhang,Talan,3/8/1962,2019,15016299025061C,15016299025061C,S1,01151A000,,,Public Speaking,08/20/2018,200,1.00
,668526,Lawson,Abdullah,8/25/1959,2019,15016299025085C,15016299025085C,S1,16151A000,,,Introduction to Travel and Tourism,08/20/2018,200,1.00
45517,256735,Wall,Kadin,3/12/1964,2019,15016299025260C,15016299025260C,Y1,01101A000,,,English/Composition (freshmen and sophomores),08/20/2018,201,1.00
,636575,Fuentes,Cannon,5/17/1977,2019,15016299025266C,15016299025266C,S1,01001A000,,,English/Language Arts I (9th grade),08/20/2018,200,1.00
,666310,Guerra,Kadin,3/8/1985,2019,15016299025068C,15016299025068C,S1,22001A000,,,Standardized Test Preparation,08/20/2018,200,1.00
925897,712949,Strickland,Eddie,4/9/1972,2019,15016299025068C,15016299025068C,S1,02151A000,,,General Applied Math,08/20/2018,200,1.00
,342910,Prince,Rene,6/1/1954,2019,15016299025274C,15016299025274C,S1,20149A000,,,Mechanics and Repair-Other,02/26/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,S1,04051A000,,,World History-Overview,,,
594883,282229,Escobar,Konner,8/1/1973,2019,15016299025284C,15016299025284C,S1,02051A000,,,Pre-Algebra,08/20/2018,200,1.00
,75514,Schneider,Phoenix,9/23/1957,2019,15016299025086C,15016299025086C,S1,01101A000,,,English/Composition (freshmen and sophomores),08/20/2018,200,1.00
196761,725576,Ewing,Jacoby,12/21/1969,2019,15016299025056C,15016299025056C,Q1,04151A000,,,U.S. Government-Comprehensive,01/24/2018,200,1.00
74956,246867,Cruz,Maximo,1/5/1952,2019,15016299025068C,15016299025068C,S1,09101Å000,,,Naval Junior ROTC I,08/20/2018,200,1.00
496784,702633,Alvarado,Johnathan,11/21/1983,2019,15016299025267C,15016299025267C,S1,02051A000,,,Pre-Algebra,08/20/2018,200,1.00
,710384,Whitaker,Thomas,2/20/1975,2019,15016299025058C,15016299025058C,S1,06151A000,,,IB Language B-Italian,08/20/2018,200,1.00
378750,232352,Mendez,Giovani,7/14/1951,2019,15016299025068C,15016299025068C,S1,06141A000,,,Italian I,09/16/2018,200,1.00
,341836,Moses,Leroy,6/2/1981,2019,15016299025073C,15016299025073C,S1,16051A000,,,"Exploration of Restaurant, Food and Beverage Services",08/20/2018,200,1.00
93419,145903,Robinson,Sullivan,8/28/1990,2019,15016299025049C,15016299025049C,S1,01051A000,,,English/Literature (freshmen and sophomores),08/20/2018,200,1.00
,94099,Melendez,Sterling,5/6/1977,2019,15016299025072C,15016299025072C,S1,03101A000,,,Chemistry,08/20/2018,200,1.00
923963,dcervantes,Cervantes,Dexter,9/23/1955,2019,15016299025049C,15016299025049C,S1,04151A000,,,U.S. Government-Comprehensive,08/20/2018,200,1.00
781904,jshea,Shea,Jerome,12/25/1977,2019,15016299025068C,15016299025068C,S1,02001A000,,,Informal Mathematics,08/20/2018,200,1.00
604899,292501,Becker,Sam,6/2/1971,2019,15016299025285C,15016299025285C,Y1,03101A000,,,Chemistry,08/03/2018,203,1
261578,595341,Daniels,Hudson,12/18/1971,2019,15016299025068C,15016299025068C,S1,08151A000,,,Drivers’ Education-Classroom Only,02/26/2018,200,1.00
168152,739712,Williamson,Elian,1/8/1990,2019,15016299025071C,15016299025071C,S1,02151A000,,,General Applied Math,08/20/2018,200,1.00
665536,229935,Dixon,Oscar,7/2/1977,2019,15016299025059C,15016299025059C,S1,20001A000,,,"Exploration of Transportation, Distribution and Logistics",02/07/19,205,1.00
,89210,Navarro,Roberto,3/26/1983,2019,15016299025068C,15016299025068C,S1,17101A000,,,Exploration of Electricity/Electronics,08/20/2018,203,1
490607,428191,Mooney,Ronan,9/12/1980,2019,15016299025068C,15016299025068C,Q1,05151A000,,,Art Appreciation,08/20/2018,205,1.00
490074,266757,Gillespie,Douglas,6/1/1972,2019,15016299025073C,15016299025073C,S1,02051A000,,,Pre-Algebra,08/20/2018,205,1.00
132853,759776,Dunlap,Harley,11/1/1973,2019,15016299025267C,15016299025267C,S1,16051A000,,,"Exploration of Restaurant, Food and Beverage Services",08/20/2018,200,1.00
,288287,Stafford,Milo,9/21/1990,2019,15016299025068C,15016299025068C,S1,03101A000,,,Chemistry,08/20/2018,200,1
724713,178430,Key,Lawson,12/5/1955,2019,15016299025284C,15016299025284C,Y1,01051A000,,,English/Literature (freshmen and sophomores),09/02/2018,200,1.00
217309,711972,Klein,Deshawn,12/1/1980,2019,15016299025266C,15016299025266C,Q1,15151A000,,,Fire Science,09/22/2018,201,1.00
101870,259046,Benitez,Jaylen,6/2/1990,2019,15016299025262C,15016299025262C,S1,01001A000,,,English/Language Arts I (9th grade),08/20/2018,200,1.00
269774,3078,Klein,Devyn,5/20/1973,2019,15016299025068C,15016299025068C,S1,22051A000,,,Office Aide,08/20/2018,200,1.00
832614,jrichards,Richards,Jeffrey,2/26/1990,2019,15016299025068C,15016299025068C,S1,03051A000,,,Biology,09/08/2018,204,1.00
957232,699487,Franklin,Alijah,7/12/1970,2019,15016299025109C,15016299025109C,S1,03101A000,,,Chemistry,01/13/2018,200,1.00
418515,469274,Lindsey,Finley,7/23/1969,2019,15016299025069C,15016299025069C,S1,21101A000,,,Drafting Careers Exploration,08/20/2018,200,1.00
54095,696219,Cherry,Armani,12/12/1966,2019,15016299025068C,15016299025068C,S1,07001A000,,,Religious Foundations,08/20/2018,200,1.00
826486,sconrad,Conrad,Solomon,10/24/1971,2019,15016299025066C,15016299025066C,S1,01151A000,,,Public Speaking,08/20/2018,200,1.00
563875,283627,Ruiz,Malcolm,12/21/1938,2019,15016299025068C,15016299025068C,S1,21051A000,,,Technological Literacy,02/09/2018,200,1.00
,259292,Hogan,Dangelo,4/22/1958,2019,15016299025068C,15016299025068C,S1,03051A000,,,Biology,01/03/2018,200,1.00
,872637,Guerra,Tripp,3/17/1963,2019,15016299025068C,15016299025068C,S1,03001A000,,,Earth Science,08/20/2018,200,1.00
245495,686299,Holder,Bryan,1/25/1986,2019,15016299025059C,15016299025059C,Q1,03151A000,,,Physics,8/20/2018,202,1
880113,404605,Rodriguez,Yael,10/11/1981,2019,15016299025068C,15016299025068C,Y1,10101A000,,,Network Technology,08/20/2018,200,1.00
,983938,Espinoza,Levi,4/7/1966,2019,15016299025060C,15016299025060C,S1,03151A000,,,Physics,08/20/2018,200,1.00
174472,878386,Cervantes,Van,7/5/1964,2019,15016299025070C,15016299025070C,S1,04151A000,,,U.S. Government-Comprehensive,08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,S1,06148A000,,,Italian Conversation and Culture,,,
544987,526205,Frazier,Yandel,4/9/1990,2019,15016299025062C,15016299025062C,Y1,03001A000,,,Earth Science,01/28/2018,200,1.00
,10009,Burke,Dayton,3/11/1979,2019,15016299025058C,15016299025058C,S1,03151A000,,,Physics,08/20/2018,200,1.00
181980,123249,Douglas,Braylen,10/7/1985,2019,15016299025068C,15016299025068C,Y1,01001A000,,,English/Language Arts I (9th grade),08/20/2018,200,1.00
124736,375947,Yates,Emmanuel,5/11/1978,2019,15016299025059C,15016299025059C,S1,01051A000,,,English/Literature (freshmen and sophomores),8/20/2018,200,1
638723,678886,Hall,Rowan,12/17/1950,2019,15016299025054C,15016299025054C,S1,01151A000,,,Public Speaking,09/03/2018,200,1.00
941023,kpitts,Pitts,Keagan,5/6/1980,2019,15016299025266C,15016299025266C,S1,20151A000,,,Distribution-Comprehensive,08/22/2018,200,1.00
,jclarke,Clarke,Jadiel,12/13/1990,2019,15016299025064C,15016299025064C,S1,19151A000,,,Teaching Profession,08/20/2018,200,1.00
,781944,Sawyer,Nick,2/19/1967,2019,15016299025068C,15016299025068C,S1,01001A000,,,English/Language Arts I (9th grade),08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,Q1,03151A000,,,Physics,,,
,264168,Frederick,Allan,9/24/1982,2019,15016299025283C,15016299025283C,S1,03051A000,,,Biology,08/21/2018,201,1.00
244556,486827,Gilbert,Fabian,5/15/1928,2019,15016299025056C,15016299025056C,S1,03151A000,,,Physics,08/20/2018,200,1.00
975011,ebarron,Barron,Ethen,11/17/1985,2019,15016299025274C,15016299025274C,S1,11001A000,,,Introduction to Communication,08/20/2018,200,1.00
,389454,Hess,Karter,4/21/1974,2019,15016299025068C,15016299025068C,Y1,01101A000,,,English/Composition (freshmen and sophomores),08/20/2018,200,1.00
564263,449841,Eaton,Zander,2/20/1985,2019,15016299025068C,15016299025068C,S1,02051A000,,,Pre-Algebra,09/26/2018,200,1
89733,588499,Chapman,Damarion,12/19/1966,2019,15016299025068C,15016299025068C,S1,01051A000,,,English/Literature (freshmen and sophomores),08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,S1,08001A000,,,Physical Education,,,
423616,509545,Copeland,Tony,12/18/1990,2019,15016299025059C,15016299025059C,S1,22051A000,,,Office Aide,08/20/2018,200,1.00
,368236,Frye,Trevon,7/6/1966,2019,15016299025058C,15016299025058C,S1,03001A000,,,Earth Science,08/20/2018,200,1.00
112504,150885,Swanson,Austin,11/23/1976,2019,15016299025054C,15016299025054C,S1,04101A000,,,U.S. History-Comprehensive,01/16/2018,200,1.00
,131282,Frye,Rene,7/18/1966,2019,15016299025071C,15016299025071C,S1,02101A000,,,Number Theory,08/20/2018,200,1.00
695657,120151,Boyer,Mason,7/21/1980,2019,15016299025068C,15016299025068C,S1,04001A000,,,World Geography,08/20/2018,202,1.00
784299,629798,Schmidt,Issac,9/6/1968,2019,15016299025068C,15016299025068C,S1,03147A000,,,Chemistry-Independent Study,08/20/2018,200,1.00
,jfarley,Farley,Jacob,10/6/1975,2019,15016299025260C,15016299025260C,Q1,14101A000,,,Dental Laboratory Technology,08/20/2018,200,1.00
,327049,Meyer,Kasey,5/6/1981,2019,15016299025068C,15016299025068C,S1,03151A000,,,Physics,08/20/2018,200,1.00
119177,452018,Frye,Sincere,12/12/1956,2019,15016299025264C,15016299025264C,S1,10001A000,,,Introduction to Computers,08/20/2018,200,1.00
,877835,Glover,Jameson,5/27/1970,2019,15016299025276C,15016299025276C,S1,03051A000,,,Biology,09/12/2018,204,1.00
959093,234406,Holloway,Zackary,3/3/1980,2019,15016299025065C,15016299025065C,S1,04148A000,,,U.S. History-Workplace Experience,08/20/2018,200,1.00
,122718,Mcbride,Zachariah,8/16/1954,2019,15016299025068C,15016299025068C,S1,03101A000,,,Chemistry,08/20/2018,200,1.00
,221139,Turner,Kaiden,3/22/1961,2019,15016299025260C,15016299025260C,S1,10051A000,,,Information Management,08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,2,03151A000,,,Physics,,,
,202018,Weaver,Jaxon,12/11/1966,2019,15016299025068C,15016299025068C,S1,22051A000,,,Office Aide,02/04/2018,200,1
63595,364205,Gillespie,Elian,7/24/1990,2019,15016299025266C,15016299025266C,S1,10001A000,,,Introduction to Computers,08/20/2018,200,1.00
